Unique Specimen Number,Label Date,Site,Display Date,Station,Collection Method,Specimen Kind ,Genus,Subgenus,Species,Subspecies,New record,Label Name,Short label name,Sex,Voucher Specimen,Questionable or Incomplete Identification,Broken Specimen,Entered by,Entered Date,NOTES,Count
5769,20180730,BPF,30-Jul-18,BPF3,T,P,Colletes,NA,fulgidus,NA,N,Colletes fulgidus,Colletes fulgidus,F,N,N,N,WRP,42007,[BBSL May2023],1
5770,20180730,BPF,30-Jul-18,BPF3,T,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,M,N,N,N,WRP,42007,Lasioglossum?,1
5771,20180730,BPF,30-Jul-18,BPF3,T,P,Lasioglossum,Hemihalictus,villosulum,NA,N,Lasioglossum (Hemihalictus) villosulum,Lasioglossum villosulum,F,N,N,N,WRP,42007,corrected from L. (Evylaeus) msp. BS0014 [EAS 20230427],1
5772,20180730,BPF,30-Jul-18,BPF3,T,P,Lasioglossum,Hemihalictus,villosulum,NA,N,Lasioglossum (Hemihalictus) villosulum,Lasioglossum villosulum,F,N,N,N,WRP,42007,corrected from L. (Evylaeus) msp. BS0014 [EAS 20230427],1
5773,20180730,BPF,30-Jul-18,BPF3,T,P,Hoplitis,Alcidamea,producta,NA,Y,Hoplitis (Alcidamea) nr. producta,Hoplitis producta,F,N,N,N,WRP,42007,Osmiini; [BBSL May2023],1
5774,20180730,BPF,30-Jul-18,BPF4,T,P,Bombus,Pyrobombus,flavifrons,NA,N,Bombus (Pyrobombus) flavifrons,Bombus flavifrons,F,N,Y,N,WRP,42007,NA,1
5775,20180730,BPF,30-Jul-18,BPF4,T,P,Bombus,Pyrobombus,flavifrons,NA,N,Bombus (Pyrobombus) flavifrons,Bombus flavifrons,M,N,Y,N,WRP,42007,NA,1
5776,20180730,BPF,30-Jul-18,BPF4,T,P,Bombus,Pyrobombus,flavifrons,NA,N,Bombus (Pyrobombus) flavifrons,Bombus flavifrons,M,N,Y,N,WRP,42007,NA,1
5777,20180730,BPF,30-Jul-18,BPF4,T,P,Melissodes,Eumelissodes,microsticta,NA,N,Melissodes (Eumelissodes) microsticta,Melissodes microsticta,M,N,N,N,WRP,42007,NA,1
5778,20180730,BPF,30-Jul-18,BPF4,T,P,Melissodes,Eumelissodes,microsticta,NA,N,Melissodes (Eumelissodes) microsticta,Melissodes microsticta,F,N,N,N,WRP,42007,NA,1
5779,20180730,BPF,30-Jul-18,BPF4,T,P,Megachile,Xanthosarus,perihirta,NA,N,Megachile (Xanthosarus) perihirta,Megachile perihirta,M,N,N,N,WRP,42007,NA,1
5780,20180730,BPF,30-Jul-18,BPF4,T,P,Megachile,Megachile,montivaga,NA,N,Megachile (Megachile) montivaga,Megachile montivaga,F,N,N,N,WRP,42007,M. sp 1',1
5781,20180730,BPF,30-Jul-18,BPF4,T,P,Osmia,Melanosmia,pusilla,NA,N,Osmia (Melanosmia) pusilla,Osmia pusilla,F,N,Y,N,WRP,42007,corrected from msp. BS0053 [T Griswold 20221020],1
5782,20180730,BPF,30-Jul-18,BPF4,T,P,Osmia,Melanosmia,pusilla,NA,N,Osmia (Melanosmia) pusilla,Osmia pusilla,F,N,Y,N,WRP,42007,corrected from msp. BS0053 [T Griswold 20221020],1
5783,20180730,BPF,30-Jul-18,BPF4,T,P,Osmia,Melanosmia,pusilla,NA,N,Osmia (Melanosmia) pusilla,Osmia pusilla,F,N,Y,N,WRP,42007,corrected from msp. BS0053 [T Griswold 20221020],1
5784,20180730,BPF,30-Jul-18,BPF4,T,P,Osmia,Melanosmia,pusilla,NA,N,Osmia (Melanosmia) pusilla,Osmia pusilla,F,N,Y,N,WRP,42007,corrected from msp. BS0053 [T Griswold 20221020],1
5785,20180730,BPF,30-Jul-18,BPF4,T,P,Hoplitis,Alcidamea,producta,NA,Y,Hoplitis (Alcidamea) nr. producta,Hoplitis producta,F,N,N,N,WRP,42007,Osmiini; [BBSL May2023],1
5786,20180730,BPF,30-Jul-18,BPF4,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,WRP,42007,NA,1
5787,20180730,BPF,30-Jul-18,BPF4,T,P,Lasioglossum,Hemihalictus,villosulum,NA,N,Lasioglossum (Hemihalictus) villosulum,Lasioglossum villosulum,F,N,N,N,WRP,42007,corrected from L. (Evylaeus) msp. BS0014 [EAS 20230427],1
5788,20180730,BPF,30-Jul-18,BPF4,T,P,Lasioglossum,Hemihalictus,villosulum,NA,N,Lasioglossum (Hemihalictus) villosulum,Lasioglossum villosulum,F,N,N,N,WRP,42007,corrected from L. (Evylaeus) msp. BS0014 [EAS 20230427],1
5789,20180730,BPF,30-Jul-18,BPF4,T,P,Lasioglossum,Hemihalictus,villosulum,NA,N,Lasioglossum (Hemihalictus) villosulum,Lasioglossum villosulum,F,N,N,N,WRP,42007,corrected from L. (Evylaeus) msp. BS0014 [EAS 20230427],1
5790,20180730,BPF,30-Jul-18,BPF4,T,P,Lasioglossum,Hemihalictus,villosulum,NA,N,Lasioglossum (Hemihalictus) villosulum,Lasioglossum villosulum,F,N,N,N,WRP,42007,corrected from L. (Evylaeus) msp. BS0014 [EAS 20230427],1
5791,20180730,BPF,30-Jul-18,BPF4,T,P,Lasioglossum,Dialictus,cressonii,NA,N,Lasioglossum (Dialictus) cressonii,Lasioglossum cressonii,F,N,N,N,WRP,42007,[WSU May2023]; det. JGardner [WRP 20230523],1
5792,20180730,BPF,30-Jul-18,BPF4,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,M,N,N,N,WRP,42007,Lasioglossum?,1
5793,20180730,BPF,30-Jul-18,BPF4,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,M,N,N,N,WRP,42007,Lasioglossum?,1
5794,20180730,BPF,30-Jul-18,BPF4,T,P,Lasioglossum,Hemihalictus,villosulum,NA,N,Lasioglossum (Hemihalictus) villosulum,Lasioglossum villosulum,F,N,N,N,WRP,42007,corrected from L. (Evylaeus) msp. BS0014 [EAS 20230427]; [WSU May2023]; det. JGardner [WRP 20230523],1
5795,20180730,BPF,30-Jul-18,BPF5,T,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,WRP,42007,NA,1
5796,20180730,BPF,30-Jul-18,BPF5,T,P,Megachile,Xanthosarus,perihirta,NA,N,Megachile (Xanthosarus) perihirta,Megachile perihirta,F,N,N,N,WRP,42007,NA,1
5797,20180730,BPF,30-Jul-18,BPF5,T,P,Anthidium,Anthidium,manicatum,NA,N,Anthidium (Anthidium) manicatum,Anthidium manicatum,F,N,N,N,WRP,42007,NA,1
5798,20180730,BPF,30-Jul-18,BPF5,T,P,Melissodes,Eumelissodes,microsticta,NA,N,Melissodes (Eumelissodes) microsticta,Melissodes microsticta,M,N,N,N,WRP,42007,NA,1
5799,20180730,BPF,30-Jul-18,BPF5,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,F,N,N,N,WRP,42007,NA,1
5800,20180730,BPF,30-Jul-18,BPF5,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,M,N,N,N,WRP,42007,Lasioglossum?,1
5801,20180730,BPF,30-Jul-18,BPF5,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,M,N,N,N,WRP,42007,Lasioglossum?,1
5802,20180730,BPF,30-Jul-18,BPF5,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,M,N,N,N,WRP,42007,Lasioglossum?,1
5803,20180730,BPF,30-Jul-18,BPF5,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,M,N,N,N,WRP,42007,Lasioglossum?,1
5804,20180730,BPF,30-Jul-18,BPF5,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,M,N,N,N,WRP,42007,Lasioglossum?,1
5805,20180730,BPF,30-Jul-18,BPF5,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,M,N,N,N,WRP,42007,Lasioglossum?,1
5806,20180730,BPF,30-Jul-18,BPF5,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,M,N,N,N,WRP,42007,Lasioglossum?,1
5807,20180730,BPF,30-Jul-18,BPF5,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,M,N,N,N,WRP,42007,Lasioglossum?,1
5808,20180730,BPF,30-Jul-18,BPF5,T,P,Sphecodes,NA,msp. BS0017,NA,N,Sphecodes msp. BS0017,Sphecodes msp. BS0017,M,N,N,N,WRP,42007,Lasioglossum? Exemplar msp. BS0017 [EAS 20240211],1
5809,20180730,BPF,30-Jul-18,BPF5,T,P,Sphecodes,NA,msp. BS0017,NA,N,Sphecodes msp. BS0017,Sphecodes msp. BS0017,M,N,N,N,WRP,42007,NA,1
5810,20180730,BPF,30-Jul-18,BPF5,T,P,Sphecodes,NA,msp. BS0017,NA,N,Sphecodes msp. BS0017,Sphecodes msp. BS0017,M,N,N,N,WRP,42007,NA,1
5811,20180730,BPF,30-Jul-18,BPF5,T,P,Sphecodes,NA,msp. BS0017,NA,N,Sphecodes msp. BS0017,Sphecodes msp. BS0017,M,N,N,N,WRP,42007,NA,1
5812,20180730,BPF,30-Jul-18,BPF5,T,P,Sphecodes,NA,msp. BS0003,NA,N,Sphecodes msp. BS0003,Sphecodes msp. BS0003,F,N,Y,N,WRP,42007,NA,1
5813,20180730,BPF,30-Jul-18,BPF5,T,P,Sphecodes,NA,msp. BS0003,NA,N,Sphecodes msp. BS0003,Sphecodes msp. BS0003,F,N,Y,N,WRP,42007,NA,1
5814,20180730,BPF,30-Jul-18,BPF5,T,P,Sphecodes,NA,msp. BS0003,NA,N,Sphecodes msp. BS0003,Sphecodes msp. BS0003,F,N,Y,N,WRP,42007,NA,1
5815,20180730,BPF,30-Jul-18,BPF5,T,P,Sphecodes,NA,msp. BS0003,NA,N,Sphecodes msp. BS0003,Sphecodes msp. BS0003,F,N,Y,N,WRP,42007,NA,1
5816,20180730,BPF,30-Jul-18,BPF5,T,P,Sphecodes,NA,msp. BS0017,NA,N,Sphecodes msp. BS0017,Sphecodes msp. BS0017,M,N,N,N,WRP,42007,NA,1
5817,20180730,BPF,30-Jul-18,BPF6,T,P,Bombus,Pyrobombus,flavifrons,NA,N,Bombus (Pyrobombus) flavifrons,Bombus flavifrons,F,N,Y,N,WRP,42007,Q,1
5818,20180730,BPF,30-Jul-18,BPF6,T,P,Bombus,Pyrobombus,flavifrons,NA,N,Bombus (Pyrobombus) flavifrons,Bombus flavifrons,F,N,Y,N,WRP,42007,NA,1
5819,20180730,BPF,30-Jul-18,BPF6,T,P,Megachile,Xanthosarus,perihirta,NA,N,Megachile (Xanthosarus) perihirta,Megachile perihirta,M,N,N,N,WRP,42007,NA,1
5820,20180730,BPF,30-Jul-18,BPF6,T,P,Megachile,Xanthosarus,perihirta,NA,N,Megachile (Xanthosarus) perihirta,Megachile perihirta,F,N,N,N,WRP,42007,NA,1
5821,20180730,BPF,30-Jul-18,BPF6,T,P,Melissodes,Eumelissodes,microsticta,NA,N,Melissodes (Eumelissodes) microsticta,Melissodes microsticta,F,N,N,N,WRP,42007,NA,1
5822,20180730,BPF,30-Jul-18,BPF6,T,P,Melissodes,Eumelissodes,microsticta,NA,N,Melissodes (Eumelissodes) microsticta,Melissodes microsticta,M,N,N,N,WRP,42007,NA,1
5823,20180730,BPF,30-Jul-18,BPF6,T,P,Melissodes,Eumelissodes,microsticta,NA,N,Melissodes (Eumelissodes) microsticta,Melissodes microsticta,M,N,N,N,WRP,42007,NA,1
5824,20180730,BPF,30-Jul-18,BPF6,T,P,Melissodes,Eumelissodes,microsticta,NA,N,Melissodes (Eumelissodes) microsticta,Melissodes microsticta,M,N,N,N,WRP,42007,NA,1
5825,20180730,BPF,30-Jul-18,BPF6,T,P,Melissodes,Eumelissodes,microsticta,NA,N,Melissodes (Eumelissodes) microsticta,Melissodes microsticta,F,N,N,N,WRP,42007,NA,1
5826,20180730,BPF,30-Jul-18,BPF6,T,P,Lasioglossum,Leuchalictus,zonulum,NA,N,Lasioglossum (Leuchalictus) zonulum,Lasioglossum zonulum,F,N,N,N,WRP,42007,Corrected from L. pacificum [WRP 20211018],1
5827,20180730,BPF,30-Jul-18,BPF6,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,WRP,42007,NA,1
5828,20180730,BPF,30-Jul-18,BPF6,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,F,N,N,N,WRP,42007,NA,1
5829,20180730,BPF,30-Jul-18,BPF6,T,P,Lasioglossum,Dialictus,aff. tenax,NA,N,Lasioglossum (Dialictus) aff. tenax,Lasioglossum aff. tenax,F,N,N,N,WRP,42007,Corrected from L. (Evylaeus) sp. [WRP 20210709]_ corrected from L. (Dialictus) sp. 3 [EAS 20211214]; corrected from L. (Dialictus) laevissimum [WRP 20230501]; [WSU May2023]; det. JGardner [WRP 20230523],1
5830,20180730,BPF,30-Jul-18,BPF6,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,M,N,N,N,WRP,42007,Lasioglossum?,1
5831,20180730,BPF,30-Jul-18,BPF6,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,Y,N,WRP,42007,NA,1
5832,20180730,BPF,30-Jul-18,BPF6,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,M,N,N,N,WRP,42007,Lasioglossum?,1
5833,20180730,BPF,30-Jul-18,BPF6,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,M,N,N,N,WRP,42007,Lasioglossum?,1
5834,20180730,BPF,30-Jul-18,BPF6,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,M,N,N,N,WRP,42007,Lasioglossum?,1
5835,20180730,BPF,30-Jul-18,BPF6,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,M,N,N,N,WRP,42007,Lasioglossum?,1
5836,20180730,BPF,30-Jul-18,BPF6,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,M,N,N,N,WRP,42007,Lasioglossum?,1
5837,20180730,BPF,30-Jul-18,BPF6,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,M,N,N,N,WRP,42007,Lasioglossum?,1
5838,20180730,BPF,30-Jul-18,BPF6,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,M,N,N,N,WRP,42007,Lasioglossum?,1
5839,20180730,BPF,30-Jul-18,BPF6,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,M,N,N,N,WRP,42007,Lasioglossum?,1
5840,20180730,BPF,30-Jul-18,BPF6,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,M,N,N,N,WRP,42007,Lasioglossum?,1
5841,20180730,BPF,30-Jul-18,BPF6,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,M,N,N,N,WRP,42007,Lasioglossum?,1
5842,20180730,BPF,30-Jul-18,BPF6,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,M,N,N,N,WRP,42007,Lasioglossum?,1
5843,20180730,BPF,30-Jul-18,BPF6,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,M,N,N,N,WRP,42007,Lasioglossum?,1
5844,20180730,BPF,30-Jul-18,BPF6,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,Y,N,WRP,42007,NA,1
5845,20180730,BPF,30-Jul-18,BPF6,T,P,Sphecodes,NA,msp. BS0017,NA,N,Sphecodes msp. BS0017,Sphecodes msp. BS0017,M,N,N,N,WRP,42007,NA,1
5846,20180730,BPF,30-Jul-18,BPF6,T,P,Sphecodes,NA,msp. BS0017,NA,N,Sphecodes msp. BS0017,Sphecodes msp. BS0017,M,N,N,N,WRP,42007,NA,1
5847,20180730,BPF,30-Jul-18,BPF6,T,P,Sphecodes,NA,msp. BS0003,NA,N,Sphecodes msp. BS0003,Sphecodes msp. BS0003,F,N,Y,N,WRP,42007,NA,1
5848,20180906,BPF,6-Sep-18,BPF1,T,P,Bombus,Thoracobombus,fervidus,NA,N,Bombus (Thoracobombus) fervidus,Bombus fervidus,M,N,N,N,WRP,42007,NA,1
5849,20180906,BPF,6-Sep-18,BPF1,T,P,Megachile,Xanthosarus,perihirta,NA,N,Megachile (Xanthosarus) perihirta,Megachile perihirta,F,N,N,N,WRP,42007,NA,1
5850,20180906,BPF,6-Sep-18,BPF1,T,P,Megachile,Xanthosarus,perihirta,NA,N,Megachile (Xanthosarus) perihirta,Megachile perihirta,F,N,N,N,WRP,42007,NA,1
5851,20180906,BPF,6-Sep-18,BPF1,T,P,Megachile,Xanthosarus,perihirta,NA,N,Megachile (Xanthosarus) perihirta,Megachile perihirta,M,N,N,N,WRP,42007,NA,1
5852,20180906,BPF,6-Sep-18,BPF1,T,P,Megachile,Xanthosarus,perihirta,NA,N,Megachile (Xanthosarus) perihirta,Megachile perihirta,M,N,N,N,WRP,42007,NA,1
5853,20180906,BPF,6-Sep-18,BPF1,T,P,Megachile,Xanthosarus,perihirta,NA,N,Megachile (Xanthosarus) perihirta,Megachile perihirta,M,N,N,N,WRP,42007,[BBSL 20190210],1
5854,20180906,BPF,6-Sep-18,BPF1,T,P,Sphecodes,NA,msp. BS0003,NA,N,Sphecodes msp. BS0003,Sphecodes msp. BS0003,F,N,Y,N,WRP,42007,Lasioglossum? [damaged -- WRP 20190104],1
5855,20180906,BPF,6-Sep-18,BPF1,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,F,N,N,N,WRP,42007,NA,1
5856,20180906,BPF,6-Sep-18,BPF1,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,F,N,N,N,WRP,42007,Loan to K Wright [WRP 20230323],1
5857,20180906,BPF,6-Sep-18,BPF1,T,P,Megachile,Xanthosarus,perihirta,NA,N,Megachile (Xanthosarus) perihirta,Megachile perihirta,M,N,N,N,WRP,42007,[BBSL 20190210],1
5858,20180906,BPF,6-Sep-18,BPF2,T,P,Bombus,Thoracobombus,fervidus,NA,N,Bombus (Thoracobombus) fervidus,Bombus fervidus,M,N,N,N,WRP,42007,NA,1
5859,20180906,BPF,6-Sep-18,BPF2,T,P,Megachile,Xanthosarus,perihirta,NA,N,Megachile (Xanthosarus) perihirta,Megachile perihirta,F,N,N,N,WRP,42007,NA,1
5860,20180906,BPF,6-Sep-18,BPF2,T,P,Megachile,Xanthosarus,perihirta,NA,N,Megachile (Xanthosarus) perihirta,Megachile perihirta,F,N,N,N,WRP,42007,NA,1
5861,20180906,BPF,6-Sep-18,BPF2,T,P,Megachile,Xanthosarus,perihirta,NA,N,Megachile (Xanthosarus) perihirta,Megachile perihirta,F,N,N,N,WRP,42007,NA,1
5862,20180906,BPF,6-Sep-18,BPF2,T,P,Megachile,Xanthosarus,perihirta,NA,N,Megachile (Xanthosarus) perihirta,Megachile perihirta,F,N,N,N,WRP,42007,NA,1
5863,20180906,BPF,6-Sep-18,BPF2,T,P,Megachile,Xanthosarus,perihirta,NA,N,Megachile (Xanthosarus) perihirta,Megachile perihirta,M,N,N,N,WRP,42007,NA,1
5864,20180906,BPF,6-Sep-18,BPF2,T,P,Coelioxys,Boreocoelioxys,rufitarsis,NA,N,Coelioxys (Boreocoelioxys) rufitarsis,Coelioxys rufitarsis,F,N,N,N,WRP,42007,NA,1
5865,20180906,BPF,6-Sep-18,BPF2,T,P,Melissodes,Eumelissodes,microsticta,NA,N,Melissodes (Eumelissodes) microsticta,Melissodes microsticta,F,N,N,N,WRP,42007,NA,1
5866,20180906,BPF,6-Sep-18,BPF2,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,WRP,42007,NA,1
5867,20180906,BPF,6-Sep-18,BPF2,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,M,N,N,N,WRP,42007,NA,1
5868,20180906,BPF,6-Sep-18,BPF3,T,P,Bombus,Pyrobombus,melanopygus,NA,N,Bombus (Pyrobombus) melanopygus,Bombus melanopygus,F,N,N,N,WRP,42007,Q,1
5869,20180906,BPF,6-Sep-18,BPF3,T,P,Agapostemon,Agapostemon,texanus,NA,N,Agapostemon (Agapostemon) texanus,Agapostemon subtilior,F,N,N,N,WRP,42007,NA,1
5870,20180906,BPF,6-Sep-18,BPF3,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,Y,N,WRP,42007,NA,1
5871,20180906,BPF,6-Sep-18,BPF3,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,M,N,N,N,WRP,42007,NA,1
5872,20180906,BPF,6-Sep-18,BPF4,T,P,Bombus,Pyrobombus,vosnesenskii,NA,N,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,M,N,N,N,WRP,42007,NA,1
5873,20180906,BPF,6-Sep-18,BPF4,T,P,Megachile,Xanthosarus,perihirta,NA,N,Megachile (Xanthosarus) perihirta,Megachile perihirta,F,N,N,N,WRP,42007,NA,1
5874,20180906,BPF,6-Sep-18,BPF4,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,F,N,N,N,WRP,42007,large?,1
5875,20180906,BPF,6-Sep-18,BPF5,T,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,F,N,N,N,WRP,42007,NA,1
5876,20180906,BPF,6-Sep-18,BPF5,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,Y,N,WRP,42007,NA,1
5877,20180906,BPF,6-Sep-18,BPF5,T,P,Sphecodes,NA,msp. BS0003,NA,N,Sphecodes msp. BS0003,Sphecodes msp. BS0003,F,N,Y,N,WRP,42007,NA,1
5878,20180906,BPF,6-Sep-18,BPF5,T,P,Lasioglossum,Hemihalictus,villosulum,NA,N,Lasioglossum (Hemihalictus) villosulum,Lasioglossum villosulum,F,N,N,N,WRP,42007,corrected from L. (Evylaeus) msp. BS0014 [EAS 20230427],1
5879,20180906,BPF,6-Sep-18,BPF5,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,WRP,42007,NA,1
5880,20180906,BPF,6-Sep-18,BPF5,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,M,N,N,N,WRP,42007,NA,1
5881,20180906,BPF,6-Sep-18,BPF5,T,P,Lasioglossum,Dialictus,nevadense,NA,N,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,N,N,N,WRP,42007,NA,1
5882,20180906,BPF,6-Sep-18,BPF6,T,P,Megachile,Xanthosarus,perihirta,NA,N,Megachile (Xanthosarus) perihirta,Megachile perihirta,F,N,N,N,WRP,42007,NA,1
5883,20180906,BPF,6-Sep-18,BPF6,T,P,Hoplitis,Alcidamea,producta,NA,N,Hoplitis (Alcidamea) producta,Hoplitis producta,F,N,Y,N,WRP,42007,Osmiini [BBSL 20190210]; [BBSL May2023],1
5884,20180906,BPF,6-Sep-18,BPF6,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,M,N,N,N,WRP,42007,NA,1
5885,20180906,BPF,6-Sep-18,BPF6,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,M,N,N,N,WRP,42007,NA,1
5886,20170816,POS,16-Aug-17,POS6,N,P,Megachile,Xanthosarus,perihirta,NA,N,Megachile (Xanthosarus) perihirta,Megachile perihirta,F,N,N,N,KMK,42042,entered after provisional entries_ unique number did on exist. 'ex.Cirsium' [BBSL 20190210]_ corrected from 'T' to 'H' [WRP 20190211]_ Corrected from M. latimanus_ det. WRP w/ Terry Griswold 20190220 [WRP 20190221],1
5887,20180526,POS,26-May-18,POS9,N,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,WRP,42045,apparently entered after provisional entries [WRP 20190211],1
5888,20180526,POS,26-May-18,POS9,N,P,Halictus,Seladonia,confusus,NA,N,Halictus (Seladonia) confusus,Halictus confusus,F,N,N,N,WRP,42045,apparently entered after provisional entries [WRP 20190211],1
5889,20190331,BPF,30-Mar-15,BPF1,T,P,Bombus,Pyrobombus,flavifrons,NA,N,Bombus (Pyrobombus) flavifrons,Bombus flavifrons,F,N,N,N,WRP,42319,NA,1
5890,20190331,BPF,30-Mar-15,BPF1,T,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,WRP,42319,NA,1
5891,20190331,BPF,30-Mar-15,BPF1,T,P,Lasioglossum,Sphecodogastra,cooleyi,NA,Y,Lasioglossum (Sphecodogastra) nr. cooleyi,Lasioglossum cooleyi,F,N,N,N,WRP,42319,not L. cooleyi_ per EAS; corrected from L. (Evylaeus) sp. [EAS 20230427],1
5892,20190331,BPF,30-Mar-15,BPF1,T,P,Lasioglossum,Sphecodogastra,cooleyi,NA,Y,Lasioglossum (Sphecodogastra) nr. cooleyi,Lasioglossum cooleyi,F,N,N,N,WRP,42319,NA,1
5893,20190331,BPF,30-Mar-15,BPF2,T,P,Lasioglossum,Sphecodogastra,cooleyi,NA,Y,Lasioglossum (Sphecodogastra) nr. cooleyi,Lasioglossum cooleyi,F,N,N,Y,WRP,42319,corrected from Lasioglossum s.s. [WRP 20211018],1
5894,20190331,BPF,30-Mar-15,BPF2,T,P,Osmia,Melanosmia,giliarum,NA,Y,Osmia (Melanosmia) nr. giliarum,Osmia giliarum,M,N,N,N,WRP,42319,NA,1
5895,20190331,BPF,30-Mar-15,BPF2,T,P,Ceratina,Zadontomerus,acantha,NA,Y,Ceratina (Zadontomerus) nr. acantha,Ceratina acantha,F,N,N,N,WRP,42319,NA,1
5896,20190331,BPF,30-Mar-15,BPF2,T,P,Ceratina,Zadontomerus,acantha,NA,Y,Ceratina (Zadontomerus) nr. acantha,Ceratina acantha,F,N,N,N,WRP,42319,NA,1
5897,20190331,BPF,30-Mar-15,BPF2,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,WRP,42319,NA,1
5898,20190331,BPF,30-Mar-15,BPF2,T,P,Lasioglossum,Dialictus,nevadense,NA,N,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,Y,N,N,WRP,42319,"NOTE ""incompletum-like""; [WSU May2023]; det. JGardner [WRP 20230523]",1
